sentence id,text,sentiment,topic
4808,Whenever I read a free book/novella most times it's way too short or just awful. I was lucky. I liked the originality of this story line and will read more by this author.,neutral,book
2000,"This is Jules Verne's classic tale of undersea adventure, as best I can tell based on the 1873 translation by Lewis Mercier. Since that's been the standard English translation for over a hundred years, it's probably the one you remember reading way back when, and the edition you'll be familiar with.Re-reading this as an adult, and an adult who's spent twenty-plus years since then reading science fiction, I did have to remind myself more than once how amazing the then-future technologies Verne describes, like electric rifles, undersea diving suits, electric motors, etc., would have been to his contemporary readers; the book was first published in 1869, a mere five years after the Confederate submarine Hunley became the first submarine to sink an enemy warship (and sank itself in the process).  At times I found myself mentally substituting ""outer space"" for ""under sea,"" just to help me analogize the situation. Despite that,  the plot and action were as riveting now as they were when I first read it twenty years ago. I did find myself, now as then, skimming over much of Verne's extensive scientific descriptions of undersea flora and fauna, etc., but that might be my own failing as a reader -- when I did take the time to read Verne's descriptions, I did sometimes catch the same sense of aquatic wonder I remember from watching films like _The Life Aquatic_.From what I've read, the Mercier translation this is based on contains a number of translation errors, cuts out about 20% of the text, etc. Corrected, completed, updated ebook editions of this classic are available on Amazon, but they cost money -- I've been unable to find an out-of-copyright, corrected, complete, and free edition. For readers on a budget, though, this is probably the version you remember, and if read in the right way -- keeping in mind the era in which it was written, and skimming whenever the science gets too dry or detailed for you -- it's still quite entertaining.Verne did write a sequel, _The Mysterious Island_, also available in the kindle free store; the better translation is available here:The Mysterious Island.",neutral,book
6358,"These stories were described as ""pulp"", and I would never have guessed that I'd enjoy them, but I did!  Immensely!  All 4 stories in this collection take place in the mid-1920's and have a definite 'feel' to them that is characteristic of the era.  Most of the mysteries set in this time period in Britain tend to focus more on the lives of the (usually upper-class) characters and only secondarily on the mystery.  These books put the mystery front and center, and while Drummond is definitely upper-class in terms of being comfortably off financially and without a need for 'gainful' employment, he's not nobility and he doesn't hobnob with the landed gentry.  In our day and age, he'd be considered middle-class, and this gives the stories a sense of familiarity.There's a great deal of action, and violence - but it's fistfight and rough-and-tumble violence, not blood and guts like so many modern tales.  It's the violence of a refined, genteel world that still remembers the eye-opening shock of WWI as a salutatory lesson in man's inhumanity to man.IMO, the first 3 stories were much stronger and more likeable than the 4th, which is told in a different 'tone' and 'voice, but the tales themselves are very well done and interesting.  There's a common thread running between all 4 stories in this book, so they lead one to another.  All were excellent examples of the writer's art from the time period, and still have considerable appeal today.  Highly recommended!  There is also a volume 2  with 3 or 4 more books collected to show the further adventures of Bulldog (who I must say is an extremely likeable character!).Note on Kindle formatting:  Very good.  I couldn't find any issues with the first 3 books in this collection.  The 4th wasn't anywhere near as good - there were many OCR errors, which did slow down reading somewhat, though not to the point where the book was difficult to read.",neutral,book
4176,"This was my first Eden Bradley book and I was not disappointed.  The book drew me in right away with a visit to a fortune teller.  Of course the heroine doesn't want to believe the predictions even when they are knocking her down.  Enter the hero. They meet, fall in lust, fall in love, and the rest is history.  For a short read it was packed with emotion, passion, and a hint of the supernatural.  I highly recommend this book. I know I will be looking for the following books in this series.",neutral,book
2052,"This book offers a lot! It is funny, serious, and at times sad.  But the author really does a great job joining all of the characters into the forefront.  You should read the first two that come before it so you don't miss anything and you will have a much better understanding of what is going on with this ""Monster"".  I really enjoyed the way the characters were brought to life and the consistency in the story line.  Good job Ms. Dubois!",neutral,book
6724,Well written. Interesting to see Sideous (through Maul) maneuvering events to fit his plan. We see human nature at work. But no good guys to root for. Even Rurit is a helpless pawn.,neutral,book
7405,for me this didn't have much of a storyline. just scenes and scenes of them doing it and nOthing else.... disappointing.This is the first book of the series so the writing may have gotten better,neutral,book
3027,"To preface my review, I will definitely say that this book was very well written for a such a short read. The main characters are Jayda who is able to shift to both a wolf and a cougar, her boyfriend Cole - a wolf, and Zane a cougar shifter. As the story excerpt indicates her boyfriend Cole brings out the wolf in her and through his help (intimately) she is able to shift to a wolf, however with him her cougar is latent and vice versa, with Zane she is able to shift to a cougar and with him her wolf is latent. Thse are both men who are head of their respective councils and have a deep-seated distrust for each other..you can see where this is leading!Naturally as the audience, we are privy to Jayda's feelings and the sense of disquiet she feels because although Cole wants to mate with her and she loves him, she is unable to commit to him because she is not only a wolf. We get that she loves Cole and she is torn, especially after meeting Zane, being sexually attracted to him and shifting with him. Ultimately it came to a head where she wants/needs both of them to complete her. I had a problem with the way the author wrote Jayda's reaction when she brought the two men together and had sex with them. I felt like it was all about her...I thought that Jayda's character was selfish because Cole was never given enough time to actually come around to the idea that Jayda's polymorphic state meant that both her animals needed mates. It was like she was there at the finish line in knowing what she needed to feel happy and instead of giving him the time to come around so he could meet her there, she was angry that there was jealous and resentment on his part. Ultimately it worked out, but because I felt disconnected from Jayda, it ruined the story for me!On another note, can anyone recommend an author or books where the opposite happens? What I mean is that I am tired of the same old alien, cyborg, vampire, shifter relationships where the same theme abounds...way too much men and not enough women to go around so of course there is the lucky female with two (or three) hunks after her. I would like to read about a FFM relationship where there is an alien, cyborg, vampire, shifter theme where more females than male presiding and there is a lucky guy who's got two (or three) beauties loving him!!",neutral,book
9735,"Though Aidn and Bailey have crossed paths at a fetish club they both belong to, the first real meeting opens the story. The conversation is a bit stilted and awkward but totally fits the situation and shows how human both characters are. Neither of them is willing to end the encounter, though, because they can both feel the electricity and desire that arcs between them. The heat between them explodes when they're alone and they can't keep their hands off of each other. Though the sex is great, the intense emotion it contains scares Aidn. His fear and uncertainty make him an extremely endearing character. Likewise, Bailey's determination about Aidn being the one for her proves her strength of character. Watching the two of them dance around the relationship they could have if they let themselves makes this story fun to read.Lissa Matthews has written a really enjoyable story with an ending that won't disappoint. The final scene is a totally fitting way to end this book. - Karin",neutral,book
6319,"This book really just wasn't my cuppa.  The situation of a man capturing a woman in her workplace and tying her up and having sex with her with a bunch of other guys around just wasn't a turn on for me.  Somehow this crossed a line into ick for me and was memorable only in that I know I have no wish to read it again.  Joey Hill's vampire books are hot, but this one just didn't work.",neutral,book
211,"I bought the next book before I read this short story, I hope it's better because I am a stickler for details and already had issues with this first chapter. Small things but irritating to me, like""Steel balls"" coming from a shotgun (they're lead)And when she got into her ""Ford Blazer""..... (Chevy Blazer)It just sounds Iike a 12 year old writing when small details are wrong.",neutral,book
8086,"Don't get  me wrong, I am all for men who cries, but come on! I love these kinds of series but this one disappointed me. Bad.. just bad.",neutral,book
8133,"Love the intensity and detail. Would have liked a bit more character development before jumping straight into it though. I feel a little more set up would have made the passion a bit more identifiable, but overall fun and sexy!",neutral,book
9823,Not a bad book Alex was a jerk for most of the book but he sure made it up to Angeline in the end. This book might not be for everyone meaning the sex. If you want the good old fashion sex then this surely is not for you they got a bit kinky and if you can handle that then this is for you. Angeline was a good character to read she held her own when Alex was being a jerk and I'm happy with the ending first book by the author look forward to more.,neutral,book
4350,"Another addition to her series that is a nice, short read. Even though the story is short, the characters are well written, believeable and have personality. The story draws from her series and while you can read it alone it is best read with the first of the series. Tad is a great male Alpha and Missy is a strong female Omega. There is enough tension between characters to keep you reading beginning to end without putting it down.",neutral,book
2348,"I have read many Delilah Devlin's books and this was good.  It wass a good quick read.  However, I didn't like the the price.",neutral,book
5848,"I really liked certain aspects of this book.  There was complicated world building an array of unique characters. Unfortunately, the things that made this book interesting were also the things that lacked. The world building was not well fleshed out, leaving me scrambling after the strange terminology, not really understanding what it was referring to. The characters didn't portray a lot of emotion, which made it hard for me to really care about any of them... i was just along for the ride. The plot itself was nearly nonexistant. The entirety of the story came down to just this: escape. Survive. The romantic bits were completely glossed over. It was still an interesting read, but not one of my favorites.",neutral,book
5703,"While nothing here has not been seen before this title really pulls all of the standard scifi / space marine / suspense cliches together well.  The level of detail given to every scene is quite impressive,  You will certainly find it easy to envision where you are and what is going one page after page.While the characters a certainly the standard variety for this type of story they are all brought to life with through well written dialog,  more so than many characters in this genre.  In the first chapter Iw as sure this book would be just another Aliens knock-puff but a chapter or so later I was enjoying the book more than I expected and it was due to the character dialog as much as the overall story.The author kept the suspense going for quite a while and it paid off.  Much like Alien you are waiting for something to happen... And waiting... You know it's going to go  south...  You just do not know how or when.  Never bored waiting or it,  you still feel excited when things finally light up so to speak.  And once the action commences it is a thrill ride till the conclusion.",neutral,book
8463,I have read about smart zombies in other stories but I liked these ones better. Just enjoyed the characters more not a bad read at all.,neutral,book
11665,Ok this book was good but the ending? It's like I was missing pages or something. It's a good read but I hate you are forced to buy part 2-10 just to get the story. Oh we'll let me go 1 click for part 2.,neutral,book
5080,"This was a nice read.  The characters were very believable and the story line kept me turning the pages.  I liked that this book not only had romance, but humour as well, and that the characters weren't afraid to question their thoughts and actions.",neutral,book
1059,"Reviewed by Francesca & posted at Under the Covers Book BlogI stumbled across this book yesterday, blurb sounded interesting and I know UTC loves Evangeline Anderson so I gave it a go while I went to get a pedicure.  Well.... I can probably sum up my review in this one sentence: I devoured this book!It's short but for the few hours you get to read it there's a lot of heavy breathing and your heart will definitely be through the roof.  It was kind of funny that at certain times I was checking to make sure nobody around me was looking at my tablet screen.  And then I couldn't put it down and had to sneak a few lines while I was driving.Duke and Maverick are roommates.  They are also in the soccer team together.  They are best friends and throughout the four years they've lived together they've become really close.  Except now they are about to get a whole lot closer.This story is told only from Mav's point of view and he's dealing with being attracted to Duke.  Duke doesn't make things easier as he is always being very close and physical and then there's the games of gay chicken...and extremely gay chicken.  When they are coming up short to pay their last month of rent they end up posing for some se xy pictures for the Str8te Boys website.  And things just escalate from there.This story was fun and sexy.  It's a story of discovery and of dealing with emotions and attraction.  But they both went for it and I was extremely glad for that!",neutral,book
3150,"This is a very well done book for the 99 cent price.  Story is fast paced, characters are well developed.  It appears to be well edited compared to many others in this price range.  I didn't notice typos or grammer issues.  I do have to complain to the author about his calling or describing 60-year old characters as elderly, wrinkled, etc.  As an energetic, active 60-year old, every time I saw one of these descriptions, I laughingly harumped and said to myself, this author must be very young to think of 60-year olds in this manner.  In all, you get a couple of days of light entertainment for only 99 cents.",neutral,book
6197,"Why didn't I think of this approach when I was in college? Good Sex but lacking a bit on plot. I thought the hot jock sex made for some ""interesting"" nighttime reading, but that's about it...",neutral,book
7782,enjoyable,neutral,book
2056,"After the first 4 or 5 chapters the Hero? truly bored me. so he is a big bad Sadist that is afraid to hurt the little girl he knows has all grown up now. she wants him and his sadistic ways, But no, he is holding onto his principles like a virgin on her wedding night.  I have purchased and read the other books in this collection and was entertained.",neutral,book
9720,"Though the description says ""Sister of the Bride"" is 400 pages long,  that is just not possible:  this is a short novella, not a full length book.That said, even for a novella it is eminently forgettable.  There is no tension between H/h, no obstacles to their relationship and it is essentially a boy-meets-girl-and-they-get-engaged story (in an unbelievable 3 days!!!) with no angst and very little to keep the reader's interest.  And there are strange editing issues, as if the author forgot the physical details  of what her heroine looked like.  Overall I think there are better books by Susan Mallery out there and I definitely would not start with this one!",neutral,book
11246,"I read this as I enjoyed the first one of these in which the hero's elder brother finds his match. In that one St John, the hero here, was the bad guy, a dissolute gambler and a poor brother. Now he is reformed and back from the war but battling demons and a junkie. Esme is desperately trying to escape her abusie father and marriage to an old and rather sinister man. She throws herself at St John to escape. The plot follows their romance. I found this well written but it failed to make magic for me. Perhaps this was partly because St John was not so likeable in the first book which I read quite recently and therefore could not make the switch to like him. Perhaps it was Esme who just kept throwing herself at him and despite several attempts to get close which failed, still did not really appear to be looking at alternatives seriously to escape what awaited her where she to return home. I cannot say this is bad, the 3 rating is based solely on my gut reaction and the lack of chemistry I felt. I did work my way through it but it was disappointing after book one.",neutral,book
6670,"The cover of this book caught my eye and influenced me to read it.  Well, how does it go, ""don't judge a book by its cover."" This was an okay read. This chick was just dumb when it came down to Hustlers' and money.  Girlfriend thought she was slick, NOT!  She should have watched her back more and not fall for the Banana in the tail pipe.  Well, I guess I have to read book 2 to find out what happens.Scarlett (Don's & Diva Bookclub)",neutral,book
7473,"It is disappointing that Amazon treat women imagining gay men's sex lives as little more than&#34; if you tried harder you could get over it&#34; and if you were a man this  is how I would like you to do me.Reeks of sexual discrimination and exploitation which, by the way, is an actionable offence in civilised countries.",neutral,book
6247,"This was my least favorite of the series, I have to say.  It had a little dom in it, which doesn't do it for me, though that really wasn't the problem- it was mild enough to not be a problem.  There seemed to be too much struggle, bad communication, and not as much play as the others, I thought.  Too bad to end with this one, but it does end well, and you kinda need to read this to understand some things in the Bear one, which is the author's next series based in the same town.",neutral,book
9272,"Robyn Maxwell had been looking forward to an annual trip with her brother at Granite Lake cabin in the Yukon wilderness. When he cancels, she doesn't let the fact she's deaf stop her. What she didn't plan on was that the cabin would be occupied.Keil and TJ head up to the cabin. It's time away before Keil enters the alpha challenge for his pack. What he doesn't plan nor doesn't he need before this death-to-the-finish challenge is to find his mate and that's what Robyn is.The chemistry between Robyn and Keil might be there, but I wasn't feeling it. What I did like was Robyn's character. I also liked the location, but I wasn't feeling it for Keil. I also didn't buy the fact Robyn didn't know that she and Keil had a commonality. Okay, maybe I could buy she didn't know, but she also didn't know about her brother too? Please!As I neared midway, I wondered if there'd been a subplot. Seemingly, the book had a single path the story followed without many twists and turns. I'd have also liked to see more action. The showdown didn't happened until close to the end. By then, I was in a hurry to move on to another book.WOLF SIGNS is the first book of the Granite Lake Wolves series. Even though this book was a quick read, I won't be continuing on with the series. This author has other books that have been recommended by friends. I'd like to try another one, maybe one with a little bit more action.",neutral,book
7392,"4 starsThis was a very good story. I liked Julia, Hunter and Jay and how they came together. A hot read but with good emotional content as well. :)Julia is a pharmaceutical rep in Sidney. She's smart and well balanced and seems to have it all together. Julia was raised a good girl and her family expects her to get married and have kids. Julia has no idea what she's supposed to do when realizes that she's fallen in love with 2 men and she can't figure out which one she loves more.Jay is also a pharmaceutical rep in Sidney. He and Julia have known each other for about a year but Jay was involved with someone at the time. By the time he was free, Hunter had come in to the picture and Jay didn't make a move because of him.Hunter is a product manager from another pharmaceutical company and part the poker club that Jay invites Julia to join. He also wants Julia but doesn't move in because of Jay. I liked both Hunter and Jay, they're good guys and both like Julia a lot.The ice breaks on the careful detente that the trio has going a couple of weeks before Christmas when they're the only one's left at the poker game. Julia end up sharing a few kisses with both men but leaves after that and is unsure of herself, avoiding both men for the next week. She talks about her issues with her sister but it still comes back to the fact that she could never bring 2 men home to her family. When she gets to poker night the week before Christmas, she finds that it was cancelled (although she didn't get a message) and she ends up alone with Jay and Hunter. Jay and Hunter take the chance to get her in their arms again and once there, Julia can't think of getting out. After that night, the trio spends every night together and when Julia spends Christmas day with her family, she's torn because she can't stand the idea of losing Hunter and/or Jay but she doesn't know if she could get her family to accept it. Her sister does find out though and wants to meet Jay and Hunter, seeming willing to give them a chance so it doesn't seem impossible.As Julia begins to realize she seriously wants something long-term including all 3 of them, she wonders how the men are feeling. They prove to be just as interesting in making their trio long term as she's thinking but they all take some time to explore things and don't share with the families yet. This ends up being a good thing as there are more relationship landmines to navigate, including the unexpected attraction that comes out between Hunter and Jay, and Hunter's subsequent freak out about it. Julia manages to talk Hunter down and with Jay and Julia's help, Hunter starts to come to terms with some things. They start bonding even closer as a trio and spend New Years eve together and have some explosive sex and some emotional bonding. In the end, Hunter, Jay and Julia agree to tell their families and work their relationship in to something permanent and they start their HEA.This was very good. I really liked the characters and the story was really well done. It didn't seem as short as it was and I felt the sexual content was well balanced with the emotions as the trio came together. I'd recommend this story. Thumbs up! :D",neutral,book
10749,"It was an OK read although at sixty seven I found it a bit juvenile, but i was pleased with the way it stretched my mind.",neutral,book
249,"This book was just so sweet!  The H really annoyed me towards the end.  He was being really stupid.  I absolutely loved the h.  Some of the stuff in this book I thought was a bit too much or I thought it was a bit rushed.  But overall, I thought this was a really great, sweet, adorable, touching, romance novel.  I would definitely recommend this book to anyone and everyone.",neutral,book
7004,"This story had a very good beginning. Very steamy ""love"" scenes. The plot could have used more development, not to mention the characters. Overall, it was okay. Not the best I've ever read by a long shot, though not the worst either.",neutral,book
11990,It's hot dont get me wrong but it just has alot going on. Hot guy and paranormal mix for this book I just wish it would have stayed normal,neutral,book
1716,"So this is totally over the top &#34;beef cake&#34; erotica.  Yes , I did finish it.  Yes, I think the author has done a pretty good job.  I did skim arts of it, however.  We meet a beautiful young woman that is saved by a caring older man via a platonic marriage. The opening scene is this h enjoying a dip in a river while unbeknownst to her, Devon, our H, is watching her lustfully from the trees.  The H is the son of her husband.  He was raised by his aunts after his mother died and the Father felt  unprepared to raise him by himself. Devon is later kidnapped and raised by a band of lawless men.  Devon is tough, dominant and ...yes...gorgeous .....and huge...in every way.....hence.....the cannon references.  As the story opens, Devon is on his way to see the Father he does not remember because he has been sent a message that the old man is dying.Devon,totally hot.  I dug his alpha ways and the sex scenes in which he is totally dom like.  I did feel sorry for the secondary male in the story, the doctor. There are some threesome scenes and the doc is more or less a foil to show how dom-like Devon is to the whole dynamic.I must admit, I read this book several weeks ago and cannot remember the heroine's name. Forgive me.  This is a long book. I paid a dollar for it and it is worth it.  The author attempts to make this more than just erotica by giving us a bigger story in which we follow the Hero on his trail ride to hunt and kill some fathomless bad guys.  This part I skimmed.  But  this is a sexy, erotic read if this is what you want.  Do not expect a deep introspective or thought provoking read.  But like choosing food from a menu, sometimes a light spicy snack is just what you need  and not a protein filled entr&eacute;e.",neutral,book
10732,The title kind of gives away the fact that the children will become orphans. The time in which this story is based shows that life was hard and that people could die in a short time without medication and for unknown reasons. I enjoyed the book but had one problem with it. They pulled Mary's two front teeth but then they kept talking about how beautiful she had become! Seems a little strange to me.,neutral,book
11843,Once again Charlie Parker out des the police while endangering herself.  Connie Shelton is amazing in how she keeps spinning these stories with every detail intact.  I love Charlie.,neutral,book
8626,nothing special but nothing bad either. a harmless read when you have nothing to read and it was freeskip it,neutral,book
2163,"I have a hard time reading on-line for enjoyment and I don't own one of those portable readers yet.  That's to explain why it took me quite a long time to read this volume.Once I did get to reading, I found this book virtually hard to put down.  Sage is a wonderful fantasy kingdom described for the reader by the main character. Demetria is a plant wizard with the ability to control and speak to plant life, which does tend to make them grow very well.  Her husband, Ward, is a dungeon master who can control stone.All of the inhabitants of Sage have some type of magical affinity, whether to plants, stone, animals, and a variety of other talents.The Rats who live in a neighboring kingdom, however, are not amiable with the humans of Sage.  Therein lies much of the conflict in these stories. In the first tale, the Rats have sent a plague of rotten mold into Sage.  Who better to fight this menace than Demetria, the master gardener? With great personal sacrifice, Demetria, assisted by other wizards, fights off the slime threatening her land.In the second story, Demetria and Ward must rescue their son from the Rat Kingdom. They get some surprising help from those believed to be the guilty parties.Okay, I'm writing this review before I've read the third tale, however, I will absolutely do so and know I will enjoy the heck out of it.  I've become a Demetria fan.  I look forward to seeing more tales from the land of Sage.  But, Maria, let's get this book in print so I can take it to bed with me.  Now, that's where I can read for enjoyment.One last note for Maria: Fifty-five is NOT old!",neutral,book
2172,"This story was over before it started. The story starts off with this queen who has so many traitors in her midst and the guy is on top of that list. He quickly seduces her into a boring, too quick sex romp and then the story is over. This story took about 7 minutes, but the excerpts from countless of other stories they want you to buy took much longer, about what this book should have been.",neutral,book
5170,"Short little book with good character development.  Main premise of the book is what's in the box.  The box must be taken across the country without opening it.  The book is okay and keeps the reader interested.  Opening the box is anti-climatic.  A short interesting read, but not great.",neutral,book
5996,"I enjoyed the book; however, the book is written for younger/tween readers.  The book will not scare the living daylights out of one, but gently bring one into the realm of mysteries.  This is a good book to read on a camping trip sitting around the bonfire, dark nights of thunder and lightening, a sleepover.  Will not cause scary dreams!",neutral,book
5454,I have to say that I have read all of Bianca D Arc s books they are written so well these books are always good.,neutral,book
3165,"The first thing that grabbed me about this book was definitely the title. I found it intriguing & mysterious, and it made me really excited to get into it. And as you read the story, you realize that Bethany (our main character) not only has to keep a lot of secrets, but she discovers even more.I really wanted to give this book 5 stars, but there were a few things that held it back. The story confused me a bit at times, and never quite explained how it was that Bethany could be in two worlds at once. Also, at some points in the book, Bethany spoke in a way that made her sound way too old for her age - especially in her interactions with her siblings.BUT what I did love about this book was the imagination and creativity that went into Chime's world. I loved the idea of an author falling into her world, and especially a world filled with magic & mystery. I absolutely LOVED the idea of Vault 5 (I don't want to spoil it, so read it for yourself!) and I found the Queen's character extremely interesting. Even though she didn't get much time in the story, she was actually a really deep character.",neutral,book
542,I gave it a four only because it lagged in the dialogue but other than that it was great. I thought that the heady depiction of the craziness that happens at the beginning of a relationship was amazing! I definitely would read more from this author.,neutral,book
9656,I like the idea that I can cover my kindle and put a strap to keep it closed and feel it is well protected by the cover. I'd like it better if it was made from a lighter material and didn't cost so much. That's why I gave it  a 4 star instead of a 5.,neutral,book
1906,I liked the book.  I read free Kindle books and find that most have errors but so do paperback books I buy.  I have learned to think of the price and I can overlook most things as long as the story is good. The retired police chief character has promise for more story lines.  I would recommend this book.,neutral,book
8600,I really like James' books. I think I've read them all. This just wasn't as interesting. It felt flat without as much characterization.,neutral,book
8241,"good selection of stories. some I had read before but good enough to read again. try it, you'll like it!!",neutral,book
7866,Three really good short stories which left me with a smile on my face. Well worth the read and I look forward to reading more from this author!,neutral,book
8453,"Secrets was a really interesting book and I'm definitely glad I read it. I was very intrigued by the premise and it sounded like a book I could really lose myself in and enjoy. I love books that help me relax and that are easy to read- Secrets was certainly one of those books!The opening of the book caught my attention and from there, I knew I would have no problem reading to the very last page. I needed to know what was going on and I wanted everything to work out for these mysterious characters! They were well written, believable and easy to empathise with. Tess, while admittedly silly and impulsive, was a fun character and I found it easy to like her. Joe definitely took some getting used to and I still don't think he's the nicest guy around but I grew to accept the way he was and his nice side completely shone by the end!Was Secrets amazing? Not really, but it was very good. It had one or two things that bugged for. I think it was dragged out too much and could have been condensed down by at least a hundred pages. I also really wasn't feeling the relationship between Tess and her daughter. It felt like Em wasn't really there most of the time and Tess didn't really seem to engage with her. Other than those two things, I thought it was an immensely enjoyable book and at no point was I bored or contemplating stopping.Secrets is certainly worthy of four stars and I am eager to read more of Freya North's work in the future as I do think she has talent.",neutral,book
1276,Rgua story was ok . Wasn't awful ; had it's semi erotic moments but I felt it kind of lost its potential and rushed to finish  an OK 15 min read ... But not the best.,neutral,book
1844,"I had not read a story of a survivor from Bialystok, Poland.  I had read previously read a story of a Rabbi from Bialystok, but he spent the war in Russia.  Therefore, this account was more descriptive of the cultural climate of the region.I am always amazed at how Holocaust victims survived the horrific events that were forced upon them.I will say that the formatting on the Kindle was not good.  If you are easily distracted by format issues, I would not recommend getting it on the Kindle.",neutral,book
3841,"This is an excellent thriller.  It presents an interesting story that is well written. The hero has some unique talents, strong planning abilities and an uncommon amount of courage.  He needs them all in trying to escape the terrible position imposed on him by ruthless criminals. The book description provides an accurate teaser for the story.  I believe this book will keep your attention and that you will find it to be a worthwhile read.",neutral,book
11720,if there was a previous book it might have helped. i just did not enjoy the story. didn't like the characters,neutral,book
6510,"Yes.  I knew this was a short romance story when I bought it for 99 cents. Sorry,  but this story was too short.  I would hardly call this a romance.  It was missing sooo much.  Also some of the things they said we're very stupid. Ugh,  What a waste.",neutral,book
8528,"Engaging writing, fabulous world building each story culminating into an epic climax that would go so far out there I was left going 'What?' I dislike it when characters all of a sudden, out of exhaustion, injury etc suddenly acqiure new almost god like abilities. But the world she created is so intriguing I can skim those irritating bits for the most part.",neutral,book
8854,"Enjoyable writing and a good story, but too short for the plot.  A longer story would have been smoother and more believable.",neutral,book
4597,A short story. It was okay but I have to say that I felt that the lead female was annoying at times. She sat her butt at home doing nothing but harassing her husband who was working hard to maintain her lifestyle - a lifestyle that she claimed she didn't really want yet she indulged in it.  She needed some hobbies or she needed to use her college degree . As for her hiding her past from her husband of seven years a past that wasn't even all that scandalous was ridiculous to me. And she was too preoccupied with her husband pulling her hair . Dude was tired lol  She was very immature and insecure.,neutral,book
11822,"The &#34;voice&#34; of Sherlock Holmes comes through very well. Count Dracula is another matter. He is slick, dangerous, and purely a construct of the writer's imagination. I rather like the Count.So far the story is quite good, and I am looking forward to more.This is a short story so I finished rather quickly. It was a good story, but a vampiric Watson does not sit well with me, and I'm not entirely enthused with the author's vision of vampires. A good story, but not worth reading the other supernatural stories.",neutral,book
6794,"Maybe it isn't fair to start a review by complaining of the excessive length of this fascinating story.  But even Red Adept in her review highlights that problem right at the start.  And, to be fair. from about 60% of the way through the book I kept wondering when it would ever end.  So the extreme and unnecessary length was a key factor in my reading this book.Now, to be clear, I love long novels.  My favorite book (Tai-Pan by James Clavell) is over 700 pages.  This book I would estimate at about 650 pages (it is 14800+ locations on the Kindle).  And I continually read long books, but mostly in historical fiction- NOT action/adventure.  Those books are usually about 350-450 pages, which would have been the right length for this book.  Only Tom Clancy writes such long action thrillers (like Debt of Honor), but even those books are too long, and he is a best selling author- not a new writer.  So this book needed substantial trimming- I'd reduce it by at least 25% and probably closer to 35%.  There are only so many times you need to read about the characters escaping from the villains.Now, having complained about the length, I will state that the plot was terrific- Mozart in the 21st century, escaping death in the 1790's by the modern day evil company's time machine that brought him to today.  And, then, with his love interest Elisse, trying to escape from their clutches.  I would have preferred more about his music, but the portrayal of Mozart was quite fun.  It is very evident to me that the author based his characterization on Tom Hulce's performance in the movie ""Amadeus"".  (Note that in the book the movie is mentioned several times- so this connection is no accident).I must mention one fantastic scene where Mozart gets into a fiddle contest against Rainman in a honky tonk bar in New Orleans- Mozart plays his Stradivarius.  A real hoot!The time travel aspects, and the back story of the evil company and its device and manipulations are never revealed much- and that is OK.  The emphasis is on Mozart and his escape from his imprisonment.In short, I liked the book,and the premise very much- but the  book was much too long.  A major trimming would have helped enormously. (I downgraded it one star for the length.)A final word on the Kindle formatting.  I did not find it as troubling as the previous reviewers.  There were some errors, but not that many.",neutral,book
3356,"I thought this was a somewhat unique twist on the reluctant wolf bride theme (though maybe I just don't read a lot of the hunter books).  Syd's never felt in tune with her hunter father, who is a major redneck bully werewolf hunter (hey, I'm from the mountains, I can say that).  She falls for a wolf, of course, who sees her and knows she's his mate. There is quite a bit of humor, actually, which really carries this story, I think.  Spoiler: Daddy forces hunk and daughter on some hunts which are funny and scary, and ultimately girl turns into wolf, Daddy tries to lock her up and &#34;cure&#34; her, almost kills the hunk, a gay wolf friend, and a cross-dressing pseudo-psychic.  In the end, Daddy comes only halfway round, and our heroine runs off with her hunk to have wolf pups.  Honestly, I kinda wondered if the author wasn't making more of a point about prejudices and homophobia than writing a steamy romance.  Not that I mind.  It was fairly well-written and funny and the plot moved well.  The talking dog bit was rather cumbersome, though.  Overall, not bad for the price.  I might check out others in this series if the price is right.",neutral,book
943,...which didn't deliver until the end with the introduction of Tariq.Haven't read the second and to be honest really don't want to waste my money.,neutral,book
5705,"I liked this book but if I read it correctly these are twelve year olds. I thought the book was a little advanced for that age. I liked the heroine and characters,and some of my confusion may be that I am American and our schools are different. The vocabulary was good and if they don't know the meaning of a word the reader can look it up. I guess I just feel that the age of the characters should be older. So good plot, good characters and.  Good building block for a series but I just feel it would be better with older characters. The challenges given were overcome with the help of new friends from her new school so there is definitely possibilities for a great sequel.",neutral,book
7918,"I have become a HUGE Lora Leigh/Breed fan, but this novella left me disappointed. I have come to expect amazingly hot love scenes from LL and her Breed series but i also love the development of the plot and characters along with it, but in Wolfe's Hope it was like LL decided to remove anything of importance and give the reader a couple dozen pages of (not even really good) erotica.I would recommend that even if you have become a huge fan of the Breeds skip this short story, it doesnt really add anything to the Breed world and the writing wasn't good.",neutral,book
6068,"I got this when it was a Kindle freebie, and I was really happy with the story. It's a great start to a new series. I'm buying the rest of them now.",neutral,book
331,Loved the plot and the way that the author weaved the clues and the evidence together. I truly enjoyed it.  The ending was a bit extra and drenched in bitterness that to me was not necessary.,neutral,book
2978,"This second book of the Peacekeeper series builds on the first book. It is actually sort of 3 acts, so it provides some good variety.Act I - an old nemesis;Act II - Circus Animals (and who doesn't like a circus?) andAct III - a set-peace battle against the Marauders, only this time much bigger and badder than before!We even get an upgrade to the Peacekeeper itself, learn a hidden new feature and have a primary new scientist join the adventure.If you liked the first book, this is a good read, as it continues the saga without just repeating the story from Book 1.",neutral,book
